Date,Title,Sentiment,Source
24/01/2025,"Google to expand retail footprint with Austin, Texas store on the way",0.0,News API
25/01/2025,Is the partnership between Samsung and Google ruining the Android ecosystem?,0.0,News API
26/01/2025,Google could soon let you tweak your Pixel's vibration pattern,0.0,News API
27/01/2025,"Google open-sources the Pebble smartwatch’s software, and its creator is making a new model",0.1364,News API
27/01/2025,Pebble Founder Is Bringing the Smartwatch Back as Google Open-Sources Its Software,0.0,News API
27/01/2025,How to use Add Me on the Google Pixel 9,0.0,News API
27/01/2025,"An Android Auto UI tweak centers the Google Maps arrow, frustrating users",-0.4,News API
28/01/2025,"Google Maps will rename Gulf of Mexico to Gulf of America, but only for US users",0.0,News API
28/01/2025,Google Maps will rename Gulf of Mexico to Gulf of America in US,0.0,News API
28/01/2025,Samsung’s New Android XR Headset Shows Everyone Underestimated the Apple Vision Pro,0.1364,News API
28/01/2025,Google Play Store gets verified marks for VPNs committed to protecting your data,0.0,News API
28/01/2025,"Google Pixel 4a's old firmware is gone, trapping users on the buggy battery update",0.1,News API
29/01/2025,Google Maps to rename 'Gulf of Mexico' to 'Gulf of America' following Trump executive order,0.0,News API
29/01/2025,"Far From Dead, Yahoo Is Attracting Gen Z",-0.05,News API
29/01/2025,The Google Play Store is reportedly crashing for Android users across devices,0.0,News API
29/01/2025,It looks like Eufy won't be making Google Find My Device trackers after all,0.0,News API
29/01/2025,Google slips into the Year of the Snake with a colorful Lunar New Year Doodle,0.2182,News API
29/01/2025,"The Google Pixel 9a's exact release date is already known, report claims",0.25,News API
30/01/2025,"Google Offering 'Voluntary Exit' For Employees Working on Pixel, Android",0.0,News API
30/01/2025,Google Maps update for the Now Bar prepares it for One UI 7's wider rollout,0.0,News API
30/01/2025,Google is playing around with a darker blue look for Search,0.0,News API
31/01/2025,Add F*cking to Your Google Searches to Neutralize AI Summaries,-0.6,News API
31/01/2025,Google rolls out a small Pixel Camera 9.7 patch update,-0.25,News API
31/01/2025,Apple Wants to Help Google Defend Search Engine Deal Worth Billions,0.25,News API
31/01/2025,"Google wants employees from Pixel and Android teams to ""voluntarily"" quit",0.2,News API
01/02/2025,Foreign Hackers Are Using Google’s Gemini in Attacks on the US,-0.125,News API
03/02/2025,"Google Nest Security Camera With Floodlight Won’t Stay This Cheap for Long, First Price Drop in Months",0.2,News API
03/02/2025,Google Messages seems nearly ready for its promised 911 RCS support,0.2,News API
04/02/2025,China Is Investigating Google Over Trump's Tariffs,0.0,News API
04/02/2025,US coal and gas among targets of China's retaliatory tariffs,0.0,News API
04/02/2025,China Launches Antitrust Investigation Into Google,0.0,News API
04/02/2025,Google warns Android users of a zero-day software exploit causing instability,0.0,News API
04/02/2025,Google Photos gives testers more agency with its slight 'Ask Photos' UI redesign,0.1667,News API
04/02/2025,Google remembered it is a search company and made the Search widget a lot better,0.5,News API
05/02/2025,Kaspersky researchers find screenshot-reading malware on the App Store and Google Play,0.0,News API
05/02/2025,Google Gemini Really Wants to Pretend It’s Your Friend,0.2,News API
05/02/2025,Google Had to Fix an AI Mistake in Its Super Bowl Ad,0.3333,News API
05/02/2025,Google Says Commercial Quantum Computing Applications Arriving Within 5 Years,0.0,News API
